id,issuedDate,distributorid,status,validFrom,validThrough,type,planesValue,horizontalSize,verticalSize,area,CATUTTC,district
66490-18,2018-06-14,30251550,Чинний,2018-06-14,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.6,0.6,2.16,UA80000000000210193,Дарницький
65113-17,2018-05-14,37935606,Чинний,2018-05-14,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,0.75,2.25,UA80000000001078669,Шевченківський
64983-17,2018-04-06,32294897,Чинний,2018-04-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.63,0.78,2.0514,UA80000000001078669,Шевченківський
67087-18,2018-07-26,14285934,Чинний,2018-07-26,2026-02-04,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.4,0.27,0.216,UA80000000000336424,Деснянський
67096-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67099-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67100-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67103-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67104-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67107-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67110-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67112-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67166-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.8,1.2,4.32,UA80000000000624772,Печерський
67167-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67168-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67169-18,2024-01-11,32555547,Чинний,2024-05-14,2029-05-13,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67427-18-П-1,2023-09-05,42519751,Чинний,2023-12-14,2028-12-13,"Щит, що стоїть окремо",1.0,6.0,3.0,18.0,UA80000000000551439,Оболонський
67406-18,2018-09-11,40982829,Чинний,2018-09-11,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.7,0.8,4.56,UA80000000000479391,Дніпровський
66415-18,2018-05-29,14348327,Чинний,2018-05-29,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.85,0.95,2.7075,UA80000000000624772,Печерський
67327-18,2024-05-14,3121566,Чинний,2024-11-12,2029-11-11,"Прапор, прапорець, який використовується як рекламоносій, що стоїть окремо",1.0,1.5,4.0,6.0,UA80000000000551439,Оболонський
67298-18,2024-05-14,3121566,Чинний,2024-11-12,2029-11-11,"Прапор, прапорець, який використовується як рекламоносій, що стоїть окремо",1.0,1.5,4.0,6.0,UA80000000000551439,Оболонський
67304-18,2024-05-14,3121566,Чинний,2024-11-12,2029-11-11,"Прапор, прапорець, який використовується як рекламоносій, що стоїть окремо",1.0,1.5,4.0,6.0,UA80000000000551439,Оболонський
67171-18,2024-01-11,32555547,Чинний,2024-05-14,2029-05-13,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67412-18,2023-09-05,36203680,Чинний,2024-02-16,2029-02-15,"Конструкції на даху будинку (будівлі), споруді",1.0,12.0,2.7,32.4,UA80000000000875983,Святошинський
67419-18,2018-08-09,37515399,Чинний,2018-08-09,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,12.3,1.0,12.3,UA80000000000210193,Дарницький
66458-18,2023-09-14,41882833,Чинний,2024-02-16,2029-02-15,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.135,0.8,3.308,UA80000000000210193,Дарницький
67070-18,2018-08-23,39871094,Чинний,2018-08-23,2026-02-04,Відеоекран на фасаді будинку,1.0,5.44,3.25,17.68,UA80000000001078669,Шевченківський
67074-18,2018-09-11,21580639,Чинний,2018-09-11,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.0,1.51,7.55,UA80000000000126643,Голосіївський
67075-18,2024-03-28,36003603,Чинний,2024-08-14,2029-08-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,12.5,2.5,31.25,UA80000000000210193,Дарницький
66761-18,2023-09-14,382125,Чинний,2024-02-16,2029-02-15,Конструкція на даху будинку (будівлі),1.0,11.38,2.6,29.588,UA80000000000126643,Голосіївський
67012-18,2018-07-11,31453620,Чинний,2018-07-11,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.5,0.46,1.15,UA80000000000210193,Дарницький
66842-18,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,8.0,2.0,16.0,UA80000000000551439,Оболонський
66843-18,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,8.0,2.0,16.0,UA80000000000551439,Оболонський
66844-18,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,8.0,2.0,16.0,UA80000000000551439,Оболонський
66845-18,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,8.0,2.0,16.0,UA80000000000551439,Оболонський
66847-18,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.0,1.5,9.0,UA80000000000551439,Оболонський
64867-17,2018-04-16,23714765,Чинний,2018-04-16,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.0,1.0,4.0,UA80000000001078669,Шевченківський
67086-18,2018-08-23,39871094,Чинний,2018-08-23,2026-02-04,Відеоекран на фасаді будинку,1.0,5.44,3.25,17.68,UA80000000001078669,Шевченківський
66477-18,2018-06-21,32587055,Чинний,2018-06-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.4,0.55,2.42,UA80000000000980793,Солом'янський
67102-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
67106-18,2018-08-16,32555547,Чинний,2018-08-16,2026-02-04,"Лайтпостер, що стоїть окремо",2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
66849-18,2025-08-07,38615606,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.0,1.0,4.0,UA80000000000551439,Оболонський
66850-18,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.0,1.0,4.0,UA80000000000551439,Оболонський
66851-18,2025-08-07,38615606,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.0,1.0,4.0,UA80000000000551439,Оболонський
66874-18,2024-02-19,19120758,Чинний,2024-08-14,2029-08-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.0,0.8,3.2,UA80000000000719633,Подільський
66876-18,2024-04-17,34431547,Чинний,2024-08-14,2029-08-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.51,1.4,6.314,UA80000000000210193,Дарницький
66877-18,2018-06-21,38321216,Чинний,2018-06-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,13.89,1.58,21.9462,UA80000000001078669,Шевченківський
66878-18,2025-08-28,38321216,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.48,0.48,1.1904,UA80000000001078669,Шевченківський
65696-18,2023-09-05,36203680,Чинний,2024-02-16,2029-02-15,Конструкція на даху будинку (будівлі),1.0,25.0,3.75,93.75,UA80000000000479391,Дніпровський
64825-17,2018-04-06,35366060,Чинний,2018-04-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,8.5,0.82,6.97,UA80000000001078669,Шевченківський
66520-18,2018-07-26,34003237,Чинний,2018-07-26,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.45,1.22,6.649,UA80000000000875983,Святошинський
